Temperature,Pressure,Density,SpecificVolume,InternalEnergy,Enthalpy,Entropy,Cv,Cp,SpeedSound,JT,Viscosity,ThermalConductivity
20,0.52,0.42876,2.3323,2649.2,3861.9,46.383,10.164,14.299,1308.2,-0.29181,8.82E-06,0.18285
20,0.53,0.43698,2.2884,2649.1,3862,46.304,10.165,14.3,1308.3,-0.29186,8.82E-06,0.18286
20,0.54,0.4452,2.2462,2649.1,3862,46.227,10.165,14.3,1308.4,-0.29191,8.82E-06,0.18287
20,0.55,0.45342,2.2055,2649.1,3862.1,46.151,10.165,14.3,1308.5,-0.29196,8.82E-06,0.18287
20,0.56,0.46164,2.1662,2649,3862.1,46.077,10.165,14.301,1308.6,-0.29201,8.82E-06,0.18288
20,0.57,0.46985,2.1283,2649,3862.2,46.004,10.165,14.301,1308.6,-0.29205,8.82E-06,0.18289
20,0.58,0.47807,2.0918,2649,3862.2,45.932,10.165,14.301,1308.7,-0.2921,8.82E-06,0.1829
20,0.59,0.48628,2.0564,2649,3862.2,45.861,10.165,14.301,1308.8,-0.29215,8.82E-06,0.18291
20,0.6,0.49449,2.0223,2648.9,3862.3,45.792,10.165,14.302,1308.9,-0.2922,8.83E-06,0.18292
20,0.61,0.50271,1.9892,2648.9,3862.3,45.724,10.165,14.302,1309,-0.29225,8.83E-06,0.18292
20,0.62,0.51092,1.9573,2648.9,3862.4,45.656,10.165,14.302,1309.1,-0.2923,8.83E-06,0.18293
20,0.63,0.51913,1.9263,2648.8,3862.4,45.59,10.165,14.303,1309.2,-0.29235,8.83E-06,0.18294
20,0.64,0.52734,1.8963,2648.8,3862.4,45.525,10.165,14.303,1309.2,-0.2924,8.83E-06,0.18295
20,0.65,0.53554,1.8673,2648.8,3862.5,45.461,10.166,14.303,1309.3,-0.29244,8.83E-06,0.18296
20,0.66,0.54375,1.8391,2648.7,3862.5,45.398,10.166,14.303,1309.4,-0.29249,8.83E-06,0.18297
20,0.67,0.55196,1.8117,2648.7,3862.6,45.336,10.166,14.304,1309.5,-0.29254,8.83E-06,0.18297
20,0.68,0.56016,1.7852,2648.7,3862.6,45.275,10.166,14.304,1309.6,-0.29259,8.83E-06,0.18298
20,0.69,0.56837,1.7594,2648.7,3862.7,45.215,10.166,14.304,1309.7,-0.29264,8.83E-06,0.18299
20,0.7,0.57657,1.7344,2648.6,3862.7,45.155,10.166,14.305,1309.8,-0.29269,8.83E-06,0.183
20,0.71,0.58477,1.7101,2648.6,3862.7,45.097,10.166,14.305,1309.8,-0.29274,8.83E-06,0.18301
20,0.72,0.59297,1.6864,2648.6,3862.8,45.039,10.166,14.305,1309.9,-0.29279,8.83E-06,0.18301
20,0.73,0.60117,1.6634,2648.5,3862.8,44.982,10.166,14.305,1310,-0.29284,8.83E-06,0.18302
20,0.74,0.60937,1.641,2648.5,3862.9,44.926,10.166,14.306,1310.1,-0.29289,8.83E-06,0.18303
20,0.75,0.61757,1.6193,2648.5,3862.9,44.87,10.166,14.306,1310.2,-0.29294,8.83E-06,0.18304
20,0.76,0.62577,1.598,2648.4,3863,44.815,10.166,14.306,1310.3,-0.29299,8.83E-06,0.18305
20,0.77,0.63396,1.5774,2648.4,3863,44.761,10.167,14.307,1310.3,-0.29304,8.83E-06,0.18306
20,0.78,0.64216,1.5572,2648.4,3863,44.708,10.167,14.307,1310.4,-0.29309,8.83E-06,0.18306
20,0.79,0.65035,1.5376,2648.4,3863.1,44.655,10.167,14.307,1310.5,-0.29313,8.83E-06,0.18307
20,0.8,0.65855,1.5185,2648.3,3863.1,44.603,10.167,14.307,1310.6,-0.29318,8.83E-06,0.18308
20,0.81,0.66674,1.4998,2648.3,3863.2,44.552,10.167,14.308,1310.7,-0.29323,8.83E-06,0.18309
